Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09931865334510803,0.09975044961289964,0.09931865334510803,0.09931865334510803,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09456895834563256,0.09456895834563256,0.09413716197013855,0.09413716197013855,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08765947781863051,0.08765947781863051,0.08722768723964691,0.08722768723964691,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08938665688037872,0.08981845324998702,0.08938665688037872,0.08938665688037872,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09197816997766495,0.09240996045904341,0.09197816997766495,0.09197816997766495,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09759148210287094,0.09802327838083041,0.09759148210287094,0.09759148210287094,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10234121233224867,0.10277378115374752,0.10234121233224867,0.10234121233224869,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.1066599190235138,0.10709171530216108,0.1066599190235138,0.1066599190235138,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11227323114871979,0.11270502740850422,0.11227323114871979,0.11227323114871979,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12263702601194382,0.1230688222056957,0.12263702601194382,0.12263702601194382,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1243642047047615,0.12479600091743133,0.1243642047047615,0.1243642047047615,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12177348270861764,0.12177348270861764,0.12134169787168503,0.12134169787168503,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11831911438542285,0.11831911438542285,0.11788731813430786,0.11788731813430786,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11918272078037262,0.12004631346682075,0.11918272078037262,0.11918272078037262,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11702375246155185,0.11702375246155185,0.11659196764230728,0.11659196764230728,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11184148295113701,0.11184148295113701,0.11140968650579453,0.11140968650579453,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10709171530216108,0.10709171530216108,0.1066599190235138,0.1066599190235138,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.1049327340838366,0.1049327340838366,0.10450094938278198,0.10450094938278198,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.11011426150798798,0.1105460577682717,0.11011426150798798,0.11011426150798798,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.1101142831231237,0.1101142831231237,0.10925070196390152,0.10925070196390152,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10579634995781574,0.10579634995781574,0.10536455363035202,0.10536455363035202,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10579637438058855,0.10622817080773116,0.10579637438058855,0.10579637438058853,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10795530676841736,0.10881888778611987,0.10795530676841736,0.10795530676841736,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10752347630609553,0.10752347630609553,0.10709168016910553,0.10709168016910553,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11356858909130096,0.1140003852776829,0.11356858909130096,0.11356858909130096,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.1105460577682717,0.1105460577682717,0.11011426150798798,0.11011426150798798,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11227323114871979,0.11313681213742477,0.11227323114871979,0.11227323114871979,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11356858909130096,0.11443218146406484,0.11356858909130096,0.11356858909130096,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11356864670287643,0.11400044310830185,0.11313685029745103,0.11313685029745102,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11184148295113701,0.11184148295113701,0.11140968650579453,0.11140968650579453,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11140966343924247,0.11140966343924247,0.11054608225822449,0.11054608225822449,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10752347630609553,0.10752347630609553,0.10709168016910553,0.10709168016910553,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10363741772779585,0.10363741772779585,0.1032056212425232,0.1032056212425232,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09845507465878987,0.09845507465878987,0.09759148210287094,0.09759148210287094,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09240996045904341,0.09240996045904341,0.09197816997766495,0.09197816997766495,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09543254226446152,0.09586433286064643,0.09543254226446152,0.09543254226446152,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09888690710067749,0.09931869200568064,0.09888690710067749,0.09888690710067749,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09888690710067749,0.09975048844155236,0.09888690710067749,0.09888690710067749,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09931865334510803,0.09975044961289964,0.09931865334510803,0.09931865334510803,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09500074895569306,0.09500074895569306,0.09413716197013855,0.09413716197013855,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09413716197013855,0.09456895834563256,0.09413716197013855,0.09413716197013855,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09154639355789318,0.09154639355789318,0.0911146029829979,0.0911146029829979,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09068280768955322,0.09068280768955322,0.09025023877620697,0.09025023877620697,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08895486353320955,0.08895486353320955,0.08809127658605576,0.08809127658605576,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.09025023877620697,0.09068280768955322,0.09025023877620697,0.09025023877620697,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09413716197013855,0.09500074895569306,0.09413716197013855,0.09413716197013855,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08895484143123628,0.08895484143123628,0.08852304518222809,0.08852304518222809,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08420513363745558,0.08420513363745558,0.08377333730459213,0.08377333730459213,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.0850687250494957,0.08550052143452459,0.0850687250494957,0.0850687250494957,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08290975298957726,0.08290975298957726,0.08204616606235504,0.08204616606235504,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08722768723964691,0.08765947781863051,0.08722768723964691,0.08722768723964691,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08852304518222809,0.08895484143123628,0.08852304518222809,0.08852304518222809,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09154637902975082,0.09240996580792571,0.09154637902975082,0.09154637902975082,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09197816997766495,0.09240996045904341,0.09197816997766495,0.09197816997766495,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09111458594291653,0.09111458594291653,0.09068278968334198,0.09068278968334198,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.09025020846081044,0.09025020846081044,0.08981841802597046,0.08981841802597046,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08981845324998702,0.08981845324998702,0.08938665688037872,0.08938665688037872,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08938663191481265,0.08938663191481265,0.08852304518222809,0.08852304518222809,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08204615071339616,0.08204615071339616,0.08161436021327972,0.08161436021327972,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07815924995483364,0.07815924995483364,0.07772745937108994,0.07772745937108994,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07556848729560871,0.07556848729560871,0.07470490038394928,0.07470490038394928,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07772745937108994,0.07815924995483364,0.07772745937108994,0.07772745937108994,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07729564560999681,0.07729564560999681,0.0768638551235199,0.0768638551235199,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07988719642162323,0.08075078329257473,0.07988719642162323,0.07988719642162323,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08377333730459213,0.08463692420488611,0.08377333730459213,0.08377333730459213,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.0889548733830452,0.08981846042582264,0.0889548733830452,0.0889548733830452,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08852306717691603,0.08852306717691603,0.08809127658605576,0.08809127658605576,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.0889548733830452,0.08981846042582264,0.0889548733830452,0.0889548733830452,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09240999072790146,0.09327357773895774,0.09240999072790146,0.09240999072790146,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09240996045904341,0.09240996045904341,0.09197816997766495,0.09197816997766495,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09111460403486639,0.09111460403486639,0.09025023877620697,0.09025023877620697,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.08895484143123628,0.08895484143123628,0.08852304518222809,0.08852304518222809,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08593232156596119,0.08593232156596119,0.08550053089857101,0.08550053089857101,12252800,0.0,0.0
