Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1984-12-01 00:00:00-05:00,0.10061405430047286,0.1075235218640901,0.08550050854682922,0.08550050854682922,11099804800,0.0,0.0
1985-03-01 00:00:00-05:00,0.08550049485825531,0.08981842853922536,0.05829597041513181,0.060023143887519836,12122745600,0.0,0.0
1985-06-01 00:00:00-04:00,0.05872776724209509,0.06390928821877372,0.05009112637968325,0.051818300038576126,10230729600,0.0,0.0
1985-09-01 00:00:00-04:00,0.051818300892596036,0.07168234343313927,0.050954714048916785,0.06952337920665741,8467782400,0.0,0.0
1985-12-01 00:00:00-05:00,0.06952335968312887,0.09240994686682884,0.06650080369632845,0.08636406809091568,13283872000,0.0,0.0
1986-03-01 00:00:00-05:00,0.08636411801432543,0.12954656330558306,0.08377335671321554,0.12781938910484314,13681068800,0.0,0.0
1986-06-01 00:00:00-04:00,0.12781938910484314,0.13515988234070497,0.10363740515810442,0.12781938910484314,13398515200,0.0,0.0
1986-09-01 00:00:00-04:00,0.12825112757188448,0.14250108373832113,0.10925067481502962,0.1381823718547821,11768400000,0.0,0.0
1986-12-01 00:00:00-05:00,0.13818236006490422,0.24656943315673915,0.13515980972032082,0.24181970953941345,19647667200,0.0,0.0
1987-03-01 00:00:00-05:00,0.2426833050547534,0.2841385544035226,0.2150469872007637,0.2729111611843109,16611436800,0.000536,0.0
1987-06-01 00:00:00-04:00,0.2750564606551919,0.3753912200631906,0.25256748673408874,0.37366142868995667,9687092800,0.000536,2.0
1987-09-01 00:00:00-04:00,0.3793406315590934,0.41398375406638604,0.19140274826894907,0.22864392399787903,13885424000,0.000714,0.0
1987-12-01 00:00:00-05:00,0.23261411395936904,0.321146176149648,0.20657532939983791,0.2985798120498657,14292331200,0.000714,0.0
1988-03-01 00:00:00-05:00,0.30090780103631504,0.33221565947743353,0.2600325778149938,0.2887323498725891,10818539200,0.000714,0.0
1988-06-01 00:00:00-04:00,0.2893036976047887,0.3311303603148718,0.27361800102499345,0.27797549962997437,8374464000,0.000714,0.0
1988-09-01 00:00:00-04:00,0.27762650065618616,0.3090554442935571,0.2479427416946255,0.26278501749038696,9563836800,0.000893,0.0
1988-12-01 00:00:00-05:00,0.26435389335274934,0.30812056592066317,0.24684656517381187,0.25384965538978577,15178172800,0.000893,0.0
1989-03-01 00:00:00-05:00,0.2545494144320203,0.3440802845368616,0.23523843798745014,0.3353025019168854,13079483200,0.000893,0.0
1989-06-01 00:00:00-04:00,0.33603717617945467,0.3536312070493173,0.2656634251864835,0.3131653964519501,10982216000,0.000893,0.0
1989-09-01 00:00:00-04:00,0.3139085224795924,0.3553520724882221,0.29980038301180206,0.3121451139450073,8670838400,0.000982,0.0
1989-12-01 00:00:00-05:00,0.3146821063700192,0.3235217271525104,0.2271721714286003,0.24043118953704834,12172574400,0.000982,0.0
1990-03-01 00:00:00-05:00,0.23765876531089186,0.31392233763544314,0.2358853166658467,0.2926400303840637,12314579200,0.000982,0.0
1990-06-01 00:00:00-04:00,0.29434091937330503,0.33969199309410386,0.2383179767388327,0.26321688294410706,11244206400,0.000982,0.0
1990-09-01 00:00:00-04:00,0.2604450731370397,0.274715903259459,0.17303545564587083,0.2622288167476654,10517673600,0.001071,0.0
1990-12-01 00:00:00-05:00,0.26668491783215714,0.4456688214364609,0.2648951870488506,0.40987205505371094,16677180800,0.001071,0.0
