,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Date,,,,,,,,,,,,,,,,,,
2019-01-02,37.89332580566406,52.29249954223633,96.02328491210938,39.47999954223633,52.29249954223633,101.12000274658203,39.712501525878906,52.61600112915039,101.75,38.557498931884766,50.785499572753906,98.94000244140625,38.72249984741211,50.82849884033203,99.55000305175781,148158800,30652000,35329300
2019-01-03,34.11887741088867,50.803001403808594,92.49077606201172,35.54750061035156,50.803001403808594,97.4000015258789,36.43000030517578,52.8489990234375,100.19000244140625,35.5,50.70349884033203,97.19999694824219,35.994998931884766,52.04999923706055,100.0999984741211,365248800,36822000,42579100
2019-01-04,35.57539367675781,53.535499572753906,96.79244995117188,37.064998626708984,53.535499572753906,101.93000030517578,37.13750076293945,53.54199981689453,102.51000213623047,35.95000076293945,51.37089920043945,98.93000030517578,36.13249969482422,51.62950134277344,99.72000122070312,234428400,41878000,44060600
2019-01-07,35.4962043762207,53.419498443603516,96.91588592529297,36.98249816894531,53.419498443603516,102.05999755859375,37.20750045776367,53.70000076293945,103.2699966430664,36.474998474121094,52.737998962402344,100.9800033569336,37.17499923706055,53.57500076293945,101.63999938964844,219111200,39638000,35656100
2019-01-08,36.172874450683594,53.81399917602539,97.61858367919922,37.6875,53.81399917602539,102.80000305175781,37.95500183105469,54.22800064086914,103.97000122070312,37.130001068115234,53.0265007019043,101.70999908447266,37.38999938964844,53.80550003051758,103.04000091552734,164101200,35298000,31514400
2019-01-09,36.78714370727539,53.733001708984375,99.01449584960938,38.32749938964844,53.733001708984375,104.2699966430664,38.63249969482422,54.131500244140625,104.87999725341797,37.407501220703125,53.31999969482422,103.23999786376953,37.8224983215332,54.08250045776367,103.86000061035156,180396400,23986000,32280800
2019-01-10,36.90472412109375,53.51649856567383,98.37826538085938,38.45000076293945,53.51649856567383,103.5999984741211,38.49250030517578,53.557498931884766,103.75,37.71500015258789,52.885501861572266,102.37999725341797,38.125,53.382999420166016,103.22000122070312,143122800,29128000,30067600
2019-01-11,36.54239273071289,52.859500885009766,97.61858367919922,38.0724983215332,52.859500885009766,102.80000305175781,38.42499923706055,53.188751220703125,103.44000244140625,37.877498626708984,52.42399978637695,101.63999938964844,38.220001220703125,53.159000396728516,103.19000244140625,108092800,30416000,28314200
2019-01-14,35.99290084838867,52.234500885009766,96.9063720703125,37.5,52.234500885009766,102.05000305175781,37.817501068115234,52.576499938964844,102.87000274658203,37.30500030517578,52.06275177001953,101.26000213623047,37.712501525878906,52.34600067138672,101.9000015258789,129756800,22886000,28437100
2019-01-15,36.72956466674805,53.85749816894531,99.71719360351562,38.26750183105469,53.85749816894531,105.01000213623047,38.34749984741211,54.002498626708984,105.05000305175781,37.51250076293945,52.367000579833984,101.87999725341797,37.567501068115234,52.50849914550781,102.51000213623047,114843600,29272000,31587600
2019-01-16,37.17828369140625,54.048500061035156,100.06855010986328,38.73500061035156,54.048500061035156,105.37999725341797,38.970001220703125,54.618751525878906,106.26000213623047,38.25,53.96699905395508,104.95999908447266,38.27000045776367,54.0,105.26000213623047,122278800,26636000,29853900
2019-01-17,37.39903259277344,54.494998931884766,100.7712631225586,38.96500015258789,54.494998931884766,106.12000274658203,39.415000915527344,54.59000015258789,106.62999725341797,38.314998626708984,53.67499923706055,104.76000213623047,38.54999923706055,53.9734992980957,105.0,119284800,24854000,28393000
